regulation_project_id;Срок, в течение которого разработчиком принимались предложения в связи с размещением уведомления о подготовке проекта акта
87328;уведомление не размещалось
87329;уведомление не размещалось 
87329;уведомление не размещалось 
87337;-
87337;-
87339;27.12.2018
87339;25.01.2019
87344;-
87344;-
87347;уведомление не размещалось
87347;уведомление не размещалось
87349;27.12.2018 
87349;10.01.2019
87352;-
87352;-
87353;-
87353;-
87357;27.12.2018
87357;17.01.2019
87370;нет
87370;нет
87371;Обсуждения уведомления не проводилось
87371;Обсуждения уведомления не проводилось
87378;-
87378;-
87379;28.12.2018
87379;25.01.2019
87385;28 декабря 2018 г.
87385;18 января 2019 г.
87410;-
87410;-
87412;Информация уточняется
87412;Информация уточняется
87413; 
87413; 
87416; 
87416; 
87424;Нет
87424;Нет
87427;--
87427;--
87440;уведомление не размещалось
87440;уведомление не размещалось
87464;-
87464;-
87465;-
87465;-
87472;-
87472;-
87482;-
87482;-
87484;-
87484;-
87485;09.01.2019
87485;23.01.2019
87486;-
87486;-
87487;-
87487;-
87491;-
87491;-
87503;-
87503;-
87519;Отсутствует
87519;Отсутствует
87521;-
87521;-
87530;-
87530;-
87533;10.01.2019 г.
87533;23.01.2019 г.
87537;11.01.2019
87537;24.01.2019
87548;Информация уточняется
87548;Информация уточняется
87560;-
87560;-
87561;-
87561;-
87573;-
87573;-
87587; 
87587; 
87592;-
87592;-
87608;-
87608;-
87609;15.01.2019
87609;09.04.2019
87614;-
87614;-
87624;-
87624;-
87630;Отсутствуют
87630;Отсутствуют
87639;-
87639;-
87658;-
87658;-
87666;-
87666;-
87689;Отсутствует
87689;Отсутствует
87693;-
87693;-
87704;17.01.2019
87704;06.02.2019
87707;17 января 2019 г.
87707;30 января 2019 г.
87721;29/01/2019
87721;11/02/2019
87731;-
87731;-
87738;Отсутствуют
87738;Отсутствуют
87752;-
87752;-
87754;18 января 2019
87754;31 мая 2019
87756;не размещалось 
87756;не размещалось 
87767;18 января 2019 г.
87767;8 февраля 2019 г.
87783;04.03.2019
87783;13.03.2019
87792;-
87792;-
87794;-
87794;-
87799;-
87799;-
87804;-
87804;-
87810;-
87810;-
87818;22 января 2019 г.
87818;4 февраля 2019 г.
87824;Обсуждение уведомления не проводилось
87824;Обсуждение уведомления не проводилось
87830;22.01.2019
87830;04.02.2019
87832;-
87832;-
87833;22 января 2019 г.
87833;4 февраля 2019 г.
87835;-
87835;-
87836;29 января 2019 г.
87836;11 февраля 2019 г.
87837;Обсуждения уведомления не проводилось
87837;Обсуждения уведомления не проводилось
87843;уведомление не размещалось
87843;уведомление не размещалось
87847;_
87847;_
87853;_
87853;_
87863;23.01.2019
87863;19.02.2019
87875;23.01.2019
87875;12.02.2019
87898;-
87898;-
87926;-
87926;-
87927;25 января 2019 г.
87927;7 февраля 2019 г.
87941;18.09.2019
87941;02.10.2019
87948;25.01.2019
87948;07.02.2019
87960;уведомление не размещалось 
87960;уведомление не размещалось 
87970;25.01.2019
87970;07.02.2019
87980;-
87980;-
87987;-
87987;-
87990;Не указан
87990;Не указан
87994;-
87994;-
88005;Размещение проекта акта проводилось без этапа уведомления.
88005;Размещение проекта акта проводилось без этапа уведомления.
88014;нет
88014;нет
88016;-
88016;-
88043;-
88043;-
88052;29.01.2019
88052;19.02.2019
88064;-
88064;-
88067;13.03.2019
88067;26.04.2019
88075;уведомление не размещалось
88075;уведомление не размещалось
88078;-
88078;-
88080;30 января 2019 г.
88080;13 февраля 2019 г.
88085; 
88085; 
88092;30.01.2019
88092;12.02.2019
88093;Отсутствует
88093;Отсутствует
88106;31.01.2019
88106;20.02.2019
88107;Отсутствует
88107;Отсутствует
88111;27.05.2020
88111;10.06.2020
88116;31.01.2019
88116;12.02.2019
88119; 
88119; 
88121;уведомление не размещалось
88121;уведомление не размещалось
88138;-
88138;-
88140;Нет
88140;Нет
88143;1 февраля 2019 г.
88143;21 февраля 2019 г.
88147;01.02.2019
88147;26.03.2019
88149;Без уведомления.
88149;Без уведомления.
88152;01.02.2019
88152;14.02.2019
88157;01.02.2019
88157;14.02.2019
88159; 
88159; 
88162;1 февраля 2019 г.
88162;14 февраля 2019 г.
88176;нет
88176;нет
88184;-
88184;-
88189;Отсутствует 
88189;Отсутствует 
88191;04 февраля 2019 г.
88191;15 февраля 2019 г.
88193;04.02.2019 г.
88193;15.02.2019 г.
88201;нет
88201;нет
88207;-
88207;-
88215;-
88215;-
88216;-
88216;-
88219;-
88219;-
88221;-
88221;-
88222;-
88222;-
88236;6 февраля 2019 г. 
88236;19 февраля 2019 г.
88239;8.02.2019
88239;13.02.2019
88245;-
88245;-
88260;06.02.2019
88260;19.02.2019
88262;06.02.2019
88262;05.03.2019
88264;нет информации
88264;нет информации
88272;-
88272;-
88277;отсутствуют
88277;отсутствуют
88284;07.02.2019
88284;20.02.2019
88297; 
88297; 
88304;-
88304;-
88312;-
88312;-
88318;-
88318;-
88319;08.02.2019
88319;28.02.2019
88330; 
88330; 
88338; 
88338; 
88339;нет
88339;нет
88344;не проводилось
88344;не проводилось
88362;нет
88362;нет
88367;-
88367;-
88371;11.02.2019 
88371;01.03.2019
88372;-
88372;-
88376;нет
88376;нет
88381;-
88381;-
88382;-
88382;-
88389;12.02.2019
88389;05.03.2019
88392;Информация не требуется 
88392;Информация не требуется 
88398;8 февраля 2019 г.
88398;4 марта 2019 г.
88399;уведомление не размещалось 
88399;уведомление не размещалось 
88400;-
88400;-
88403;-
88403;-
88417;-
88417;-
88425;-
88425;-
88427;Без уведомления
88427;Без уведомления
88448;02.11.2018
88448;23.11.2018
88453;11.01.2019
88453;25.01.2019
88454;-
88454;-
88460;отсутствует
88460;отсутствует
88467;14.02.2019
88467;27.02.2019
88471;Правила маркировки табачной продукции средствами идентификации
88471;Правила маркировки табачной продукции средствами идентификации
88474;-
88474;-
88476;-
88476;-
88478; 
88478; 
88479;14.02.2019
88479;14.03.2019
88489;05.12.2018
88489;20.12.2018
88490;-
88490;-
88493;Отсутствует
88493;Отсутствует
88497; - 
88497; - 
88501;Отсутствует 
88501;Отсутствует 
88507; 
88507; 
88509;-
88509;-
88523; 
88523; 
88528;отсутствует
88528;отсутствует
88555;Отсутствует
88555;Отсутствует
88558;Отсутствует
88558;Отсутствует
88559;сведения отсутствуют
88559;сведения отсутствуют
88563;-
88563;-
88567;Отсутствует
88567;Отсутствует
88575;-
88575;-
88582;-
88582;-
88591;-
88591;-
88593;Отсутствует
88593;Отсутствует
88600;20/02/2019
88600;05/03/2019
88610;-
88610;-
88616; 19.02.2019
88616; 
88624;Отсутствует
88624;Отсутствует
88625;____
88625;____
88648;19.02.2019
88648;12.03.19
88649;-
88649;-
88651;уведомление не размещалось
88651;уведомление не размещалось
88655;-
88655;-
88656;-
88656;-
88658;19.03.2019
88658;14.03.2019
88660;19.02.2019
88660;30.05.2019
88664;19.02.2019
88664;04.03.2019
88673; 
88673; 
88676;-
88676;-
88681;20 февраля 2019 г.
88681;5 марта 2019 г.
88686;-
88686;-
88690;-
88690;-
88691;_2019 г.
88691;_2019 г.
88692;-
88692;-
88702;21 февраля 2019 г. 
88702;6 марта 2019 г. 
88703;Отсутсвует
88703;Отсутсвует
88707;-
88707;-
88709;уведомление не размещалось
88709;уведомление не размещалось
88710;нет
88710;нет
88715;-
88715;-
88738;-
88738;-
88739; 
88739; 
88756;уведомление не размещалось
88756;уведомление не размещалось
88767; 
88767; 
88778; 
88778; 
88790;-
88790;-
88798;Информация уточняется
88798;Информация уточняется
88799;-
88799;-
88810;-
88810;-
88814;25/02/2019
88814;11/03/2019
88823;Информация уточняется
88823;Информация уточняется
88831;25 февраля 2019 г.
88831;11 марта 2019 г.
88846;26.02.2019
88846;"19.03.2019
"
88856;не принимались предложения
88856;не принимались предложения
88862;_
88862;_
88864;22.03.2019
88864;12.04.2019
88887;Нет
88887;Нет
88893;Нет
88893;Нет
88894;Нет
88894;Нет
88911;-
88911;-
88915;-
88915;-
88919; 
88919; 
88925;уведомение не размещалось
88925;уведомение не размещалось
88933;Отсутствует
88933;Отсутствует
88935;отсутствует
88935;отсутствует
88941;Отсутствует
88941;Отсутствует
88942;-
88942;-
88943;-
88943;-
88944;Отсутствует 
88944;Отсутствует 
88946;-
88946;-
88949;Отсутствует
88949;Отсутствует
88951;Нет.
88951;Нет.
88970;-
88970;-
88975;14 мая 2019
88975;10 июня 2019
88976;Не указан
88976;Не указан
88978;Нет
88978;Нет
88989;Отсутствует
88989;Отсутствует
88990;0
88990;0
88993;информация уточняется
88993;информация уточняется
